DOI,Publication Year,Title,Primary,Countries,Pathogens
10.3201/eid2109.150395,2015,Use of Pneumococcal Disease Epidemiology to Set Policy and Prevent Disease during 20 Years of the Emerging Infections Program,,,
10.3201/eid2109.150198,2015,Improved Phenotype-Based Definition for Identifying Carbapenemase Producers among Carbapenem-Resistant Enterobacteriaceae,,,
10.3201/eid2109.150428,2015,Emerging Infections Program--State Health Department Perspective,,,
10.3201/eid2109.150619,2015,Cultivation of an Adaptive Domestic Network for Surveillance and Evaluation of Emerging Infections,,,
10.3201/eid2109.150564,2015,Emerging Infections Program--20 Years of Achievements and Future Prospects,,,
10.3201/eid2107.130955,2015,Chronic Q fever diagnosis— consensus guideline versus expert opinion,,,
10.3201/eid2107.150397,2015,"The Past Is Never Dead— Measles Epidemic, Boston, Massachusetts, 1713",,,
10.3201/eid2108.141364,2015,"Escherichia coli O157 Outbreaks in the United States, 2003-2012",,,
10.3201/eid2108.140343,2015,"Bartonella spp. and Coxiella burnetii Associated with Community-Acquired, Culture-Negative Endocarditis, Brazil",,,
10.3201/eid2108.150199,2015,Ribavirin for Chronic Hepatitis Prevention among Patients with Hematologic Malignancies,,,
10.3201/eid2108.140828,2015,"Cutaneous Legionella longbeachae Infection in Immunosuppressed Woman, United Kingdom",,,
10.3201/eid2108.140196,2015,"Differentiation of Acute Q Fever from Other Infections in Patients Presenting to Hospitals, the Netherlands",,,
10.3201/eid2108.141932,2015,"Risk Factors for Serogroup C Meningococcal Disease during Outbreak among Men who Have Sex with Men, New York City, New York, USA",,,
10.3201/eid2108.141878,2015,"Geographic Distribution and Expansion of Human Lyme Disease, United States",,,
10.3201/eid2108.141336,2015,"Seasonal Patterns of Buruli Ulcer Incidence, Central Africa, 2002-2012",,,
10.3201/eid2108.150652,2015,"Genome of Emerging Norovirus GII.17, United States, 2014",,,
10.3201/eid2108.140978,2015,Hospital Resource Utilization and Patient Outcomes Associated with Respiratory Viral Testing in Hospitalized Patients,,,
10.3201/eid2108.141837,2015,"Community-Based Outbreak of Neisseria meningitidis Serogroup C Infection in Men who Have Sex with Men, New York City, New York, USA, 2010-2013",,,
10.3201/eid2108.150203,2015,"Avian Gyrovirus 2 DNA in Fowl from Live Poultry Markets and in Healthy Humans, China",,,
10.3201/eid2108.150084,2015,"Phylogeography of Influenza A(H3N2) Virus in Peru, 2010-2012",,,
10.3201/eid2108.141860,2015,"Multidrug-Resistant Tuberculosis in Patients for Whom First-Line Treatment Failed, Mongolia, 2010-2011",,,
10.3201/eid2108.141361,2015,"Response Strategies against Meningitis Epidemics after Elimination of Serogroup A Meningococci, Niger",,,
10.3201/eid2108.150458,2015,"Genomic Assays for Identification of Chikungunya Virus in Blood Donors, Puerto Rico, 2014",,,
10.3201/eid2108.150346,2015,"Rabies Postexposure Prophylaxis for Travelers Injured by Nonhuman Primates, Marseille, France, 2001-2014",,,
10.3201/eid2108.141086,2015,Development of Framework for Assessing Influenza Virus Pandemic Risk,,,
10.3201/2108.140714,2015,Susceptibility of Carrion Crows to Experimental Infection with Lineage 1 and 2 West Nile Viruses,,,
10.3201/eid2108.150060,2015,"Infections with Candidatus Neoehrlichia mikurensis and Cytokine Responses in 2 Persons Bitten by Ticks, Sweden",,,
10.3201/eid2108.150481,2015,"Occupational Exposure to Dromedaries and Risk for MERS-CoV Infection, Qatar, 2013-2014",,,
10.3201/eid2108.141891,2015,"Influenza A Viruses of Human Origin in Swine, Brazil",,,
10.3201/eid2108.141613,2015,Transmission Models of Historical Ebola Outbreaks,,,
10.3201/eid2108.150170,2015,Estimates of Outbreak Risk from New Introductions of Ebola with Immediate and Delayed Transmission Control,,,
10.3201/eid2108.141084,2015,"Enterovirus A71 Meningoencephalitis Outbreak, Rostov-on-Don, Russia, 2013",,,
10.3201/eid2108.141846,2015,"Risk for Mycobacterial Disease among Patients with Rheumatoid Arthritis, Taiwan, 2001-2011",,,
10.3201/eid2108.150273,2015,"Macrolide-Resistant Mycoplasma pneumoniae, United States",,,
10.3201/eid2108.140900,2015,Detection and Full-Length Genome Characterization of Novel Canine Vesiviruses,,,
10.3201/eid2108.141251,2015,"Health Care-Associated Infection Outbreak Investigations in Outpatient Settings, Los Angeles County, California, USA, 2000-2012",,,
10.3201/eid2108.150524,2015,"Malaria Prophylaxis Failure with Doxycycline, Central African Republic, 2014",,,
10.3201/eid2108.150328,2015,"Rickettsia felis Infection among Humans, Bangladesh, 2012-2013",,,
10.3201/eid2108.150312,2015,"Lassa Virus in Multimammate Rats, Côte d'Ivoire, 2013",,,
10.3201/eid2108.150284,2015,Measles Vaccination Coverage and Cases among Vaccinated Persons,,,
10.3201/eid2108.141105,2015,"Extensive Nosocomial Transmission of Measles Originating in Cruise Ship Passenger, Sardinia, Italy, 2014",,,
10.3201/eid2108.150368,2015,"Underrecognition of Dengue during 2013 Epidemic in Luanda, Angola",,,
10.3201/eid2108.141995,2015,"Prevalence of Hepatitis E Virus Infection in Pigs at the Time of Slaughter, United Kingdom, 2013",,,
10.3201/eid2108.141419,2015,"Real-Time Microbiology Laboratory Surveillance System to Detect Abnormal Events and Emerging Infections, Marseille, France",,,
10.3201/eid2108.140956,2015,Smallpox Vaccination of Laboratory Workers at US Variola Testing Sites,,,
10.3201/eid2108.141156,2015,Drivers of Emerging Infectious Disease Events as a Framework for Digital Detection,,,
10.3201/eid2108.142015,2015,Human-Bat Interactions in Rural West Africa,,,
10.3201/eid2107.141149,2015,"Parechovirus Genotype 3 Outbreak among Infants, New South Wales, Australia, 2013-2014",,,
10.3201/eid2107.150178,2015,"Absence of MERS-Coronavirus in Bactrian Camels, Southern Mongolia, November 2014",,,
10.3201/eid2107.150213,2015,"Slow Clearance of Plasmodium falciparum in Severe Pediatric Malaria, Uganda, 2011-2013",,,
10.3201/eid2107.141755,2015,Hemagglutinin Receptor Binding of a Human Isolate of Influenza A(H10N8) Virus,,,
10.3201/eid2107.141969,2015,Distinct Lineages of Bufavirus in Wild Shrews and Nonhuman Primates,,,
10.3201/eid2107.150402,2015,Severe Malaria Not Responsive to Artemisinin Derivatives in Man Returning from Angola to Vietnam,,,
10.3201/eid2107.141130,2015,"Results from the National Legionella Outbreak Detection Program, the Netherlands, 2002-2012",,,
10.3201/eid2107.140858,2015,"Assessment of Arbovirus Surveillance 13 Years after Introduction of West Nile Virus, United States",,,
10.3201/eid2107.141829,2015,"Readability of Ebola Information on Websites of Public Health Agencies, United States, United Kingdom, Canada, Australia, and Europe",,,
10.3201/eid2107.150511,2015,"Cluster of Ebola Virus Disease, Bong and Montserrado Counties, Liberia",,,
10.3201/eid2107.150054,2015,"Lack of Transmission among Close Contacts of Patient with Case of Middle East Respiratory Syndrome Imported into the United States, 2014",,,
10.3201/eid2107.150286,2015,"Estimating Ebola Treatment Needs, United States",,,
10.3201/eid2107.140788,2015,Determination of Predominance of Influenza Virus Strains in the Americas,,,
10.3201/eid2107.150180,2015,"Schmallenberg Virus Recurrence, Germany, 2014",,,
10.3201/eid2107.150135,2015,"Seropositivity for Avian Influenza H6 Virus among Humans, China",,,
10.3201/eid2107.141933,2015,"Asymptomatic Malaria and Other Infections in Children Adopted from Ethiopia, United States, 2006-2011",,,
10.3201/eid2107.141909,2015,"Wildlife Reservoir for Hepatitis E Virus, Southwestern France",,,
10.3201/eid2107.150421,2015,"Highly Pathogenic Avian Influenza A(H5N1) Virus in Poultry, Nigeria, 2015",,,
10.3201/eid2107.150089,2015,Transdermal Diagnosis of Malaria Using Vapor Nanobubbles,,,
10.3201/eid2107.142036,2015,"Malaria Prevalence among Young Infants in Different Transmission Settings, Africa",,,
10.3201/eid2107.150228,2015,"Detection of Circovirus in Foxes with Meningoencephalitis, United Kingdom, 2009-2013",,,
10.3201/eid2107.140162,2015,"Macacine Herpesvirus 1 in Long-Tailed Macaques, Malaysia, 2009-2011",,,
10.3201/eid2107.140838,2015,"Influenza A(H5N6) Virus Reassortant, Southern China, 2014",,,
10.3201/eid2107.150070,2015,"MERS-CoV in Upper Respiratory Tract and Lungs of Dromedary Camels, Saudi Arabia, 2013-2014",,,
10.3201/eid2107.141443,2015,Severe Pediatric Adenovirus 7 Disease in Singapore Linked to Recent Outbreaks across Asia,,,
10.3201/eid2107.150403,2015,Rapidly Expanding Range of Highly Pathogenic Avian Influenza Viruses,,,
10.3201/eid2107.150226,2015,"Gastroenteritis Outbreaks Caused by Norovirus GII.17, Guangdong Province, China, 2014-2015",,,
10.3201/eid2107.150138,2015,Disseminated Infections with Talaromyces marneffei in Non-AIDS Patients Given Monoclonal Antibodies against CD20 and Kinase Inhibitors,,,
10.3201/eid2107.141980,2015,Geographic Range Expansion for Rat Lungworm in North America,,,
10.3201/eid2107.141760,2015,"Diversity of Bartonella spp. in Bats, Southern Vietnam",,,
10.3201/eid2107.140981,2015,"Swine Influenza A(H3N2) Virus Infection in Immunocompromised Man, Italy, 2014",,,
10.3201/eid2107.141748,2015,"Seroprevalence for Hepatitis E and Other Viral Hepatitides among Diverse Populations, Malawi",,,
10.3201/eid2107.141448,2015,Severe Malaria Not Responsive to Artemisinin Derivatives in Man Returning from Angola to Vietnam,,,
10.3201/eid2107.141055,2015,Characterization of 3 Megabase-Sized Circular Replicons from Vibrio cholerae,,,
10.3201/eid2107.141888,2015,"Evaluation of Patients under Investigation for MERS-CoV Infection, United States, January 2013-October 2014",,,
10.3201/eid2107.150522,2015,Monitoring of Ebola Virus Makona Evolution through Establishment of Advanced Genomic Capability in Liberia,,,
10.3201/eid2107.141341,2015,"Novel Arenavirus Isolates from Namaqua Rock Mice, Namibia, Southern Africa",,,
10.3201/eid2107.150363,2015,"Outbreak of Ciprofloxacin-Resistant Shigella sonnei Associated with Travel to Vietnam, Republic of Korea",,,
10.3201/eid2107.150253,2015,Ebola Virus Stability on Surfaces and in Fluids in Simulated Outbreak Environments,,,
10.3201/eid2107.150242,2015,"Oligella ureolytica Bacteremia in Elderly Woman, United States",,,
10.3201/eid2106.141516,2015,"Oligoarthritis caused by Borrelia bavariensis, Austria, 2014",,,
10.3201/eid2106.141873,2015,Acquired Drug Resistance in Mycobacterium tuberculosis and Poor Outcomes among Patients with Multidrug-Resistant Tuberculosis,,,
10.3201/eid2106.141480,2015,Consensus on the development of vaccines against naturally acquired melioidosis,,,
10.3201/eid2106.141666,2015,Multibacillary leprosy in an active duty military member,,,
10.3201/eid2106.140706,2015,Dose-response relationship between antimicrobial drugs and livestock-associated MRSA in pig farming,,,
10.3201/eid2106.141558,2015,"Estimated deaths and illnesses averted during fungal meningitis outbreak associated with contaminated steroid injections, United States, 2012-2013",,,
10.3201/eid2106.150270,2015,"Candida auris candidemia in Kuwait, 2014",,,
10.3201/eid2106.150088,2015,"Salmonella enterica Paratyphi A Infections in Travelers Returning from Cambodia, United States",,,
10.3201/eid2106.142043,2015,"Fatal bacteremia caused by Campylobacter gracilis, United States",,,
10.3201/eid2106.141537,2015,European Rabbits as Reservoir for Coxiella burnetii,,,
10.3201/eid2106.141799,2015,Carnobacterium divergens Bacteremia in woman,,,
10.3201/eid2106.141779,2015,Reducing the risk for waterborne nosocomial neonatal legionellosis,,,
10.3201/eid2106.141324,2015,"Hospitalization frequency and charges for neurocysticercosis, United States, 2003-2012",,,
10.3201/eid2106.141270,2015,Cost-effectiveness of Chlamydia vaccination programs for young women,,,
10.3201/eid2106.141487,2015,Seroconversions to Rickettsiae in US Military Personnel in South Korea,,,
10.3201/eid2106.150123,2015,"Invasion dynamics of white-nose syndrome fungus, midwestern United States, 2012-2014",,,
10.3201/eid2106.150038,2015,"Acute middle East respiratory syndrome coronavirus infection in livestock Dromedaries, Dubai, 2014",,,
10.3201/eid2106.150176,2015,Lack of protection against ebola virus from chloroquine in mice and hamsters,,,
10.3201/eid2106.142013,2015,"Drug resistance-associated mutations in Mycoplasma genitalium in female sex workers, Japan",,,
10.3201/eid2106.141797,2015,"Oral Cholera Vaccine Coverage, Barriers to Vaccination, and Adverse Events following Vaccination, Haiti, 2013",,,
10.3201/eid2106.140717,2015,Prospective multicenter international surveillance of azole resistance in Aspergillus fumigatus,,,
10.3201/eid2106.141908,2015,"Endemic melioidosis in residents of desert region after atypically intense rainfall in central Australia, 2011",,,
10.3201/eid2106.141597,2015,"MRSA spa t1081, a highly transmissible strain endemic to Hong Kong, China, in the Netherlands",,,
10.3201/eid2106.140687,2015,"Sequence Type 4821 Clonal Complex Serogroup B Neisseria meningitidis in China, 1978-2013",,,
10.3201/eid2106.150013,2015,"Ebola risk perception in Germany, 2014",,,
10.3201/eid2106.140007,2015,"Wohlfahrtiimonas chitiniclastica Bacteremia Associated with Myiasis, United Kingdom",,,
10.3201/eid2106.141907,2015,"Risk factors for acquisition of drug resistance during multidrug-resistant tuberculosis treatment, Arkhangelsk Oblast, Russia, 2005-2010",,,
10.3201/eid2106.150048,2015,"Klebsiella pneumoniae co-producing NDM-5 and OXA-181 carbapenemases, South Korea",,,
10.3201/eid2106.150021,2015,Induction of influenza (H5N8) antibodies by modified vaccinia virus Ankara H5N1 vaccine,,,
10.3201/eid2106.141903,2015,Fatal nosocomial MDR TB identified through routine genetic analysis and whole-genome sequencing,,,
10.3201/eid2106.141394,2015,"Pneumonia Outbreak Caused by Chlamydophila pneumoniae among US Air Force Academy Cadets, Colorado, USA",,,
10.3201/eid2106.141329,2015,Additional drug resistance of multidrug-resistant tuberculosis in patients in 9 countries,,,
10.3201/eid2106.141201,2015,"Coccidioides exposure and coccidioidomycosis among prison employees, California, United States",,,
10.3201/eid2106.141578,2015,"Extensively drug-resistant New Delhi metallo-β-lactamase-encoding bacteria in the environment, Dhaka, Bangladesh, 2012",,,
10.3201/eid2106.141367,2015,"Histoplasmosis in Idaho and Montana, USA, 2012-2013",,,
10.3201/eid2106.140113,2015,"Response to detection of New Delhi metallo-β-lactamase-producing bacteria, Brazil",,,
10.3201/eid2106.141821,2015,"Mycobacterium bovis in Panama, 2013",,,
10.3201/eid2106.141103,2015,"Salmonella enterica serotype enteritidis in French Polynesia, South Pacific, 2008-2013",,,
10.3201/eid2106.141715,2015,"Tickborne relapsing fever in southern Iran, 2011-2013",,,
10.3201/eid2106.141504,2015,KPC and NDM-1 genes in related Enterobacteriaceae strains and plasmids from Pakistan and the United States,,,
10.3201/eid2105.150150,2015,"Novel thogotovirus associated with febrile illness and death, United States, 2014",,,
10.3201/eid2105.141727,2015,"East/Central/South African genotype chikungunya virus, Brazil, 2014",,,
10.3201/eid2105.141368,2015,"Itaya virus, a Novel Orthobunyavirus Associated with Human Febrile Illness, Peru",,,
10.3201/eid2105.141626,2015,"Protective Antibodies against Placental Malaria and Poor Outcomes during Pregnancy, Benin",,,
10.3201/eid2105.142011,2015,"Isolation of Onchocerca lupi in Dogs and Black Flies, California, USA",,,
10.3201/eid2105.141610,2015,Melioidosis in Trinidad and Tobago,,,
10.3201/2105.141712,2015,"Malaria imported from Ghana by returning gold miners, China, 2013",,,
10.3201/eid2105.141385,2015,"Citizens' actions in response to chikungunya outbreaks, Réunion Island, 2006",,,
10.3201/eid2105.141427,2015,"Molecular Epidemiology of Plasmodium falciparum Malaria Outbreak, Tumbes, Peru, 2010-2012",,,
10.3201/eid2105.141137,2015,"Transmission Potential of Influenza A(H7N9) Virus, China, 2013-2014",,,
10.3201/eid2105.141233,2015,"Antimicrobial Drug Resistance of Vibrio cholerae, Democratic Republic of the Congo",,,
10.3201/eid2105.142033,2015,"Enterovirus D68-associated acute respiratory distress syndrome in adult, United States, 2014",,,
10.3201/eid2105.141988,2015,Ebola and psychological stress of health care professionals,,,
10.3201/eid2105.141900,2015,"Low-level Circulation of Enterovirus D68-Associated Acute Respiratory Infections, Germany, 2014",,,
10.3201/eid2105.142020,2015,"Novel Eurasian highly pathogenic avian influenza A H5 viruses in wild birds, Washington, USA, 2014",,,
10.3201/eid2105.141920,2015,Canine distemper in endangered Ethiopian wolves,,,
10.3201/eid2105.141471,2015,"Loa loa Infection in Pregnant Women, Gabon",,,
10.3201/eid2105.142017,2015,Recent US Case of Variant Creutzfeldt-Jakob Disease-Global Implications,,,
10.3201/eid2105.141756,2015,Detecting Spread of Avian Influenza A(H7N9) Virus Beyond China,,,
10.3201/eid2105.150041,2015,Postmortem stability of Ebola virus,,,
10.3201/eid2105.141325,2015,Fatal Balamuthia mandrillaris Meningoencephalitis in the Netherlands after Travel to The Gambia,,,
